code,uri,label
" ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA ",OMIM:608118," ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA "
" ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB ",OMIM:608118," ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IB "
" ISOLATED GROWTH HORMONE DEFICIENCY, TYPE II ",OMIM:608118," ISOLATED GROWTH HORMONE DEFICIENCY, TYPE II "
" ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III ",OMIM:608118," ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III "
 ISOVALERIC ACIDEMIA ,OMIM:608118, ISOVALERIC ACIDEMIA 
 IVIC SYNDROME ,OMIM:608118, IVIC SYNDROME 
 JACKSON-WEISS SYNDROME ,OMIM:608118, JACKSON-WEISS SYNDROME 
 JALILI SYNDROME ,OMIM:608118, JALILI SYNDROME 
 JAWAD SYNDROME ,OMIM:608118, JAWAD SYNDROME 
 JERVELL AND LANGE-NIELSEN SYNDROME 1 ,OMIM:608118, JERVELL AND LANGE-NIELSEN SYNDROME 1 
 JERVELL AND LANGE-NIELSEN SYNDROME 2 ,OMIM:608118, JERVELL AND LANGE-NIELSEN SYNDROME 2 
 JOHANSON-BLIZZARD SYNDROME ,OMIM:608118, JOHANSON-BLIZZARD SYNDROME 
 JOUBERT SYNDROME ,OMIM:608118, JOUBERT SYNDROME 
 JUVENILE MYELOMONOCYTIC LEUKEMIA ,OMIM:608118, JUVENILE MYELOMONOCYTIC LEUKEMIA 
 JUVENILE POLYPOSIS SYNDROME ,OMIM:608118, JUVENILE POLYPOSIS SYNDROME 
 JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME ,OMIM:608118, JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME 
 KABUKI SYNDROME ,OMIM:608118, KABUKI SYNDROME 
 KAHRIZI SYNDROME ,OMIM:608118, KAHRIZI SYNDROME 
" KALLIKREIN, DECREASED URINARY ACTIVITY OF ",OMIM:608118," KALLIKREIN, DECREASED URINARY ACTIVITY OF "
 KANZAKI DISEASE ,OMIM:608118, KANZAKI DISEASE 
" KAPOSI SARCOMA, SUSCEPTIBILITY TO ",OMIM:608118," KAPOSI SARCOMA, SUSCEPTIBILITY TO "
 KAUFMAN OCULOCEREBROFACIAL SYNDROME ,OMIM:608118, KAUFMAN OCULOCEREBROFACIAL SYNDROME 
 KAWASAKI DISEASE ,OMIM:608118, KAWASAKI DISEASE 
 KBG SYNDROME ,OMIM:608118, KBG SYNDROME 
 KELLEY-SEEGMILLER SYNDROME ,OMIM:608118, KELLEY-SEEGMILLER SYNDROME 
 KENNY-CAFFEY SYNDROME ,OMIM:608118, KENNY-CAFFEY SYNDROME 
 KEPPEN-LUBINSKY SYNDROME ,OMIM:608118, KEPPEN-LUBINSKY SYNDROME 
" KERATITIS, HEREDITARY ",OMIM:608118," KERATITIS, HEREDITARY "
" KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT ",OMIM:608118," KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT "
 KERATOCONUS ,OMIM:608118, KERATOCONUS 
" KERATODERMA, PALMOPLANTAR, WITH DEAFNESS ",OMIM:608118," KERATODERMA, PALMOPLANTAR, WITH DEAFNESS "
" KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED ",OMIM:608118," KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED "
 KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA ,OMIM:608118, KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA 
 KERATOSIS PALMOPLANTARIS STRIATA II ,OMIM:608118, KERATOSIS PALMOPLANTARIS STRIATA II 
 KERATOSIS PALMOPLANTARIS STRIATA III ,OMIM:608118, KERATOSIS PALMOPLANTARIS STRIATA III 
" KERATOSIS, SEBORRHEIC ",OMIM:608118," KERATOSIS, SEBORRHEIC "
 KEUTEL SYNDROME ,OMIM:608118, KEUTEL SYNDROME 
 KINDLER SYNDROME ,OMIM:608118, KINDLER SYNDROME 
 KLIPPEL-FEIL SYNDROME ,OMIM:608118, KLIPPEL-FEIL SYNDROME 
 KNIEST DYSPLASIA ,OMIM:608118, KNIEST DYSPLASIA 
 KNOBLOCH SYNDROME 1 ,OMIM:608118, KNOBLOCH SYNDROME 1 
 KNOPS BLOOD GROUP SYSTEM ,OMIM:608118, KNOPS BLOOD GROUP SYSTEM 
" KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS ",OMIM:608118," KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS "
 KOHLSCHUTTER-TONZ SYNDROME ,OMIM:608118, KOHLSCHUTTER-TONZ SYNDROME 
 KOSAKI OVERGROWTH SYNDROME ,OMIM:608118, KOSAKI OVERGROWTH SYNDROME 
 KOWARSKI SYNDROME ,OMIM:608118, KOWARSKI SYNDROME 
 KRABBE DISEASE ,OMIM:608118, KRABBE DISEASE 
" KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY ",OMIM:608118," KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY "
" KURU, SUSCEPTIBILITY TO ",OMIM:608118," KURU, SUSCEPTIBILITY TO "
 L-2-HYDROXYGLUTARIC ACIDURIA ,OMIM:608118, L-2-HYDROXYGLUTARIC ACIDURIA 
 L-FERRITIN DEFICIENCY ,OMIM:608118, L-FERRITIN DEFICIENCY 
 LACRIMAL DUCT DEFECT ,OMIM:608118, LACRIMAL DUCT DEFECT 
 LACRIMOAURICULODENTODIGITAL SYNDROME ,OMIM:608118, LACRIMOAURICULODENTODIGITAL SYNDROME 
" LACTASE DEFICIENCY, CONGENITAL ",OMIM:608118," LACTASE DEFICIENCY, CONGENITAL "
 LACTATE DEHYDROGENASE B DEFICIENCY ,OMIM:608118, LACTATE DEHYDROGENASE B DEFICIENCY 
" LACTOSE INTOLERANCE, ADULT TYPE ",OMIM:608118," LACTOSE INTOLERANCE, ADULT TYPE "
 LAMB-SHAFFER SYNDROME ,OMIM:608118, LAMB-SHAFFER SYNDROME 
 LANGER MESOMELIC DYSPLASIA ,OMIM:608118, LANGER MESOMELIC DYSPLASIA 
 LARON SYNDROME ,OMIM:608118, LARON SYNDROME 
 LARSEN SYNDROME ,OMIM:608118, LARSEN SYNDROME 
 LARYNGOONYCHOCUTANEOUS SYNDROME ,OMIM:608118, LARYNGOONYCHOCUTANEOUS SYNDROME 
 LATE-ONSET RETINAL DEGENERATION ,OMIM:608118, LATE-ONSET RETINAL DEGENERATION 
 LATERAL MENINGOCELE SYNDROME ,OMIM:608118, LATERAL MENINGOCELE SYNDROME 
 LATHOSTEROLOSIS ,OMIM:608118, LATHOSTEROLOSIS 
 LAURENCE-MOON SYNDROME ,OMIM:608118, LAURENCE-MOON SYNDROME 
 LAURIN-SANDROW SYNDROME ,OMIM:608118, LAURIN-SANDROW SYNDROME 
 LEBER CONGENITAL AMAUROSIS ,OMIM:608118, LEBER CONGENITAL AMAUROSIS 
 LEBER OPTIC ATROPHY ,OMIM:608118, LEBER OPTIC ATROPHY 
 LEBER OPTIC ATROPHY AND DYSTONIA ,OMIM:608118, LEBER OPTIC ATROPHY AND DYSTONIA 
 LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY ,OMIM:608118, LECITHIN:CHOLESTEROL ACYLTRANSFERASE DEFICIENCY 
 LECTIN COMPLEMENT ACTIVATION PATHWAY DEFECTS ,OMIM:608118, LECTIN COMPLEMENT ACTIVATION PATHWAY DEFECTS 
 LEFT VENTRICULAR NONCOMPACTION ,OMIM:608118, LEFT VENTRICULAR NONCOMPACTION 
 LEGG-CALVE-PERTHES DISEASE ,OMIM:608118, LEGG-CALVE-PERTHES DISEASE 
" LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO ",OMIM:608118," LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO "
 LEGIUS SYNDROME ,OMIM:608118, LEGIUS SYNDROME 
 LEIGH SYNDROME ,OMIM:608118, LEIGH SYNDROME 
" LEIGH SYNDROME, FRENCH CANADIAN TYPE ",OMIM:608118," LEIGH SYNDROME, FRENCH CANADIAN TYPE "
" LEIOMYOMA, UTERINE ",OMIM:608118," LEIOMYOMA, UTERINE "
 LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM ,OMIM:608118, LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM 
 LEOPARD SYNDROME ,OMIM:608118, LEOPARD SYNDROME 
" LEPROSY, SUSCEPTIBILITY TO, 2 ",OMIM:608118," LEPROSY, SUSCEPTIBILITY TO, 2 "
" LEPROSY, SUSCEPTIBILITY TO, 3 ",OMIM:608118," LEPROSY, SUSCEPTIBILITY TO, 3 "
" LEPROSY, SUSCEPTIBILITY TO, 4 ",OMIM:608118," LEPROSY, SUSCEPTIBILITY TO, 4 "
" LEPROSY, SUSCEPTIBILITY TO, 5 ",OMIM:608118," LEPROSY, SUSCEPTIBILITY TO, 5 "
 LEPTIN DEFICIENCY OR DYSFUNCTION ,OMIM:608118, LEPTIN DEFICIENCY OR DYSFUNCTION 
 LEPTIN RECEPTOR DEFICIENCY ,OMIM:608118, LEPTIN RECEPTOR DEFICIENCY 
 LERI-WEILL DYSCHONDROSTEOSIS ,OMIM:608118, LERI-WEILL DYSCHONDROSTEOSIS 
 LESCH-NYHAN SYNDROME ,OMIM:608118, LESCH-NYHAN SYNDROME 
 LETHAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE ,OMIM:608118, LETHAL ARTHROGRYPOSIS WITH ANTERIOR HORN CELL DISEASE 
 LETHAL CONGENITAL CONTRACTURE SYNDROME ,OMIM:608118, LETHAL CONGENITAL CONTRACTURE SYNDROME 
" LEUKEMIA, ACUTE LYMPHOBLASTIC ",OMIM:608118," LEUKEMIA, ACUTE LYMPHOBLASTIC "
" LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3 ",OMIM:608118," LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3 "
" LEUKEMIA, ACUTE MYELOID ",OMIM:608118," LEUKEMIA, ACUTE MYELOID "
" LEUKEMIA, CHRONIC MYELOID ",OMIM:608118," LEUKEMIA, CHRONIC MYELOID "
" LEUKOCYTE ADHESION DEFICIENCY, TYPE I ",OMIM:608118," LEUKOCYTE ADHESION DEFICIENCY, TYPE I "
" LEUKOCYTE ADHESION DEFICIENCY, TYPE III ",OMIM:608118," LEUKOCYTE ADHESION DEFICIENCY, TYPE III "
 LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA ,OMIM:608118, LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA 
" LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT ",OMIM:608118," LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT "
" LEUKODYSTROPHY, HYPOMYELINATING ",OMIM:608118," LEUKODYSTROPHY, HYPOMYELINATING "
 LEUKOENCEPHALOPATHY WITH ATAXIA ,OMIM:608118, LEUKOENCEPHALOPATHY WITH ATAXIA 
 LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION ,OMIM:608118, LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION 
 LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY ,OMIM:608118, LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY 
 LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER ,OMIM:608118, LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER 
" LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY ",OMIM:608118," LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY "
" LEUKOENCEPHALOPATHY, HEREDITARY DIFFUSE, WITH SPHEROIDS ",OMIM:608118," LEUKOENCEPHALOPATHY, HEREDITARY DIFFUSE, WITH SPHEROIDS "
" LEUKOENCEPHALOPATHY, MEGALENCEPHALIC ",OMIM:608118," LEUKOENCEPHALOPATHY, MEGALENCEPHALIC "
" LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE ",OMIM:608118," LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE "
 LEUKOTRIENE C4 SYNTHASE DEFICIENCY ,OMIM:608118, LEUKOTRIENE C4 SYNTHASE DEFICIENCY 
" LEYDIG CELL HYPOPLASIA, TYPE I ",OMIM:608118," LEYDIG CELL HYPOPLASIA, TYPE I "
 LI-FRAUMENI SYNDROME ,OMIM:608118, LI-FRAUMENI SYNDROME 
 LICHTENSTEIN-KNORR SYNDROME ,OMIM:608118, LICHTENSTEIN-KNORR SYNDROME 
 LIDDLE SYNDROME ,OMIM:608118, LIDDLE SYNDROME 
 LIEBENBERG SYNDROME ,OMIM:608118, LIEBENBERG SYNDROME 
 LIG4 SYNDROME ,OMIM:608118, LIG4 SYNDROME 
 LIMB-MAMMARY SYNDROME ,OMIM:608118, LIMB-MAMMARY SYNDROME 
 LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES ,OMIM:608118, LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 
" LIPASE DEFICIENCY, COMBINED ",OMIM:608118," LIPASE DEFICIENCY, COMBINED "
" LIPODYSTROPHY, CONGENITAL GENERALIZED ",OMIM:608118," LIPODYSTROPHY, CONGENITAL GENERALIZED "
" LIPODYSTROPHY, FAMILIAL PARTIAL ",OMIM:608118," LIPODYSTROPHY, FAMILIAL PARTIAL "
" LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO ",OMIM:608118," LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO "
 LIPOID CONGENITAL ADRENAL HYPERPLASIA ,OMIM:608118, LIPOID CONGENITAL ADRENAL HYPERPLASIA 
 LIPOID PROTEINOSIS OF URBACH AND WIETHE ,OMIM:608118, LIPOID PROTEINOSIS OF URBACH AND WIETHE 
 LIPOPROTEIN GLOMERULOPATHY ,OMIM:608118, LIPOPROTEIN GLOMERULOPATHY 
 LIPOYLTRANSFERASE 1 DEFICIENCY ,OMIM:608118, LIPOYLTRANSFERASE 1 DEFICIENCY 
 LISSENCEPHALY ,OMIM:608118, LISSENCEPHALY 
 LISSENCEPHALY 4 ,OMIM:608118, LISSENCEPHALY 4 
" LIVER FAILURE, INFANTILE, TRANSIENT ",OMIM:608118," LIVER FAILURE, INFANTILE, TRANSIENT "
 LOEYS-DIETZ SYNDROME ,OMIM:608118, LOEYS-DIETZ SYNDROME 
 LONG QT SYNDROME ,OMIM:608118, LONG QT SYNDROME 
 LONG-CHAIN 3-HYDROXYACYL-COA DEHYDROGENASE DEFICIENCY ,OMIM:608118, LONG-CHAIN 3-HYDROXYACYL-COA DEHYDROGENASE DEFICIENCY 
 LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6 ,OMIM:608118, LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6 
 LOWE OCULOCEREBRORENAL SYNDROME ,OMIM:608118, LOWE OCULOCEREBRORENAL SYNDROME 
 LUJAN-FRYNS SYNDROME ,OMIM:608118, LUJAN-FRYNS SYNDROME 
 LUNG CANCER ,OMIM:608118, LUNG CANCER 
 LUSCAN-LUMISH SYNDROME ,OMIM:608118, LUSCAN-LUMISH SYNDROME 
 LUTHERAN NULL ,OMIM:608118, LUTHERAN NULL 
 LYMPHANGIOLEIOMYOMATOSIS ,OMIM:608118, LYMPHANGIOLEIOMYOMATOSIS 
" LYMPHEDEMA, HEREDITARY ",OMIM:608118," LYMPHEDEMA, HEREDITARY "
" LYMPHEDEMA, HEREDITARY, III ",OMIM:608118," LYMPHEDEMA, HEREDITARY, III "
" LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA ",OMIM:608118," LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA "
 LYMPHEDEMA-DISTICHIASIS SYNDROME ,OMIM:608118, LYMPHEDEMA-DISTICHIASIS SYNDROME 
" LYMPHOMA, HODGKIN, CLASSIC ",OMIM:608118," LYMPHOMA, HODGKIN, CLASSIC "
" LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE ",OMIM:608118," LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE "
" LYMPHOMA, NON-HODGKIN, FAMILIAL ",OMIM:608118," LYMPHOMA, NON-HODGKIN, FAMILIAL "
 LYMPHOPROLIFERATIVE SYNDROME ,OMIM:608118, LYMPHOPROLIFERATIVE SYNDROME 
 LYSINURIC PROTEIN INTOLERANCE ,OMIM:608118, LYSINURIC PROTEIN INTOLERANCE 
 LYSOSOMAL ACID LIPASE DEFICIENCY ,OMIM:608118, LYSOSOMAL ACID LIPASE DEFICIENCY 
 MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY ,OMIM:608118, MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY 
" MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME ",OMIM:608118," MACROCEPHALY, MACROSOMIA, AND FACIAL DYSMORPHISM SYNDROME "
 MACROCEPHALY/AUTISM SYNDROME ,OMIM:608118, MACROCEPHALY/AUTISM SYNDROME 
" MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE ",OMIM:608118," MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE "
" MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 1 ",OMIM:608118," MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 1 "
 MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS ,OMIM:608118, MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS 
" MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED ",OMIM:608118," MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TUBB1-RELATED "
 MACS SYNDROME ,OMIM:608118, MACS SYNDROME 
" MACULAR DEGENERATION, AGE-RELATED ",OMIM:608118," MACULAR DEGENERATION, AGE-RELATED "
" MACULAR DEGENERATION, EARLY-ONSET ",OMIM:608118," MACULAR DEGENERATION, EARLY-ONSET "
" MACULAR DEGENERATION, X-LINKED ATROPHIC ",OMIM:608118," MACULAR DEGENERATION, X-LINKED ATROPHIC "
 MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT ,OMIM:608118, MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT 
" MACULAR DYSTROPHY, CONCENTRIC ANNULAR ",OMIM:608118," MACULAR DYSTROPHY, CONCENTRIC ANNULAR "
" MACULAR DYSTROPHY, CORNEAL ",OMIM:608118," MACULAR DYSTROPHY, CORNEAL "
" MACULAR DYSTROPHY, PATTERNED ",OMIM:608118," MACULAR DYSTROPHY, PATTERNED "
" MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE ",OMIM:608118," MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE "
" MACULAR DYSTROPHY, RETINAL, 2 ",OMIM:608118," MACULAR DYSTROPHY, RETINAL, 2 "
" MACULAR DYSTROPHY, VITELLIFORM ",OMIM:608118," MACULAR DYSTROPHY, VITELLIFORM "
 MAJEED SYNDROME ,OMIM:608118, MAJEED SYNDROME 
 MAJOR AFFECTIVE DISORDER 7 ,OMIM:608118, MAJOR AFFECTIVE DISORDER 7 
 MAJOR DEPRESSIVE DISORDER ,OMIM:608118, MAJOR DEPRESSIVE DISORDER 
 MAL DE MELEDA ,OMIM:608118, MAL DE MELEDA 
" MALARIA, MILD, SUSCEPTIBILITY TO ",OMIM:608118," MALARIA, MILD, SUSCEPTIBILITY TO "
" MALARIA, SUSCEPTIBILITY TO ",OMIM:608118," MALARIA, SUSCEPTIBILITY TO "
 MALIGNANT HYPERTHERMIA ,OMIM:608118, MALIGNANT HYPERTHERMIA 
 MALONYL-COA DECARBOXYLASE DEFICIENCY ,OMIM:608118, MALONYL-COA DECARBOXYLASE DEFICIENCY 
" MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME ",OMIM:608118," MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME "
 MANDIBULOACRAL DYSPLASIA WITH LIPODYSTROPHY ,OMIM:608118, MANDIBULOACRAL DYSPLASIA WITH LIPODYSTROPHY 
 MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA ,OMIM:608118, MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA 
" MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE ",OMIM:608118," MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE "
 MANITOBA OCULOTRICHOANAL SYNDROME ,OMIM:608118, MANITOBA OCULOTRICHOANAL SYNDROME 
" MANNOSIDOSIS, ALPHA B, LYSOSOMAL ",OMIM:608118," MANNOSIDOSIS, ALPHA B, LYSOSOMAL "
" MANNOSIDOSIS, BETA A, LYSOSOMAL ",OMIM:608118," MANNOSIDOSIS, BETA A, LYSOSOMAL "
 MAPLE SYRUP URINE DISEASE ,OMIM:608118, MAPLE SYRUP URINE DISEASE 
 MARDEN-WALKER SYNDROME ,OMIM:608118, MARDEN-WALKER SYNDROME 
 MARFAN LIPODYSTROPHY SYNDROME ,OMIM:608118, MARFAN LIPODYSTROPHY SYNDROME 
 MARFAN SYNDROME ,OMIM:608118, MARFAN SYNDROME 
 MARINESCO-SJOGREN SYNDROME ,OMIM:608118, MARINESCO-SJOGREN SYNDROME 
 MARSHALL SYNDROME ,OMIM:608118, MARSHALL SYNDROME 
 MARSHALL-SMITH SYNDROME ,OMIM:608118, MARSHALL-SMITH SYNDROME 
 MARTSOLF SYNDROME ,OMIM:608118, MARTSOLF SYNDROME 
 MASS SYNDROME ,OMIM:608118, MASS SYNDROME 
 MAST CELL DISEASE ,OMIM:608118, MAST CELL DISEASE 
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7 "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION "
" MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 ",OMIM:608118," MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 "
 MCCUNE-ALBRIGHT SYNDROME ,OMIM:608118, MCCUNE-ALBRIGHT SYNDROME 
 MCKUSICK-KAUFMAN SYNDROME ,OMIM:608118, MCKUSICK-KAUFMAN SYNDROME 
 MCLEOD SYNDROME ,OMIM:608118, MCLEOD SYNDROME 
 MEACHAM SYNDROME ,OMIM:608118, MEACHAM SYNDROME 
 MECKEL SYNDROME ,OMIM:608118, MECKEL SYNDROME 
 MECONIUM ILEUS ,OMIM:608118, MECONIUM ILEUS 
 MEDULLARY CYSTIC KIDNEY DISEASE 1 ,OMIM:608118, MEDULLARY CYSTIC KIDNEY DISEASE 1 
 MEDULLARY CYSTIC KIDNEY DISEASE 2 ,OMIM:608118, MEDULLARY CYSTIC KIDNEY DISEASE 2 
 MEDULLOBLASTOMA ,OMIM:608118, MEDULLOBLASTOMA 
 MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME ,OMIM:608118, MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME 
 MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME ,OMIM:608118, MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 
 MEGALOBLASTIC ANEMIA 1 ,OMIM:608118, MEGALOBLASTIC ANEMIA 1 
 MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY ,OMIM:608118, MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY 
 MEGALOCORNEA ,OMIM:608118, MEGALOCORNEA 
 MEIER-GORLIN SYNDROME ,OMIM:608118, MEIER-GORLIN SYNDROME 
" MELANOCYTIC NEVUS SYNDROME, CONGENITAL ",OMIM:608118," MELANOCYTIC NEVUS SYNDROME, CONGENITAL "
" MELANOMA, CUTANEOUS MALIGNANT ",OMIM:608118," MELANOMA, CUTANEOUS MALIGNANT "
 MELANOMA-ASTROCYTOMA SYNDROME ,OMIM:608118, MELANOMA-ASTROCYTOMA SYNDROME 
 MELANOMA-PANCREATIC CANCER SYNDROME ,OMIM:608118, MELANOMA-PANCREATIC CANCER SYNDROME 
" MELANOSIS, NEUROCUTANEOUS ",OMIM:608118," MELANOSIS, NEUROCUTANEOUS "
" MELIOIDOSIS, SUSCEPTIBILITY TO ",OMIM:608118," MELIOIDOSIS, SUSCEPTIBILITY TO "
 MELNICK-NEEDLES SYNDROME ,OMIM:608118, MELNICK-NEEDLES SYNDROME 
" MELORHEOSTOSIS, ISOLATED ",OMIM:608118," MELORHEOSTOSIS, ISOLATED "
" MEMBRANOUS NEPHROPATHY, SUSCEPTIBILITY TO ",OMIM:608118," MEMBRANOUS NEPHROPATHY, SUSCEPTIBILITY TO "
 MEMORY QUANTITATIVE TRAIT LOCUS ,OMIM:608118, MEMORY QUANTITATIVE TRAIT LOCUS 
 MEND SYNDROME ,OMIM:608118, MEND SYNDROME 
